,data_1,data_2,data_3
82791,1.5213726,1.5531723,0.0834702
82792,1.3500198,1.2002363,1.2233229
82793,1.2348791,1.1440511,-0.17660178
82794,1.6518124,1.505346,0.8423508
82795,1.4112599,1.2261024,1.261833
82796,1.2756529,1.2939787,-0.05719253
82797,1.5617881,1.6662484,0.21930419
82798,1.4228269,1.2364771,1.1866328
82799,1.473754,1.4900066,-0.024466766
82800,1.5381083,1.5897715,0.07620131
82801,1.7171398,1.4333844,0.7908521
82802,1.6307155,1.4272532,1.2760783
82803,0.4848565,2.801539,1.6307757
82804,1.659683,1.434722,1.2463799
82805,0.60227823,2.7614555,1.6367314
82806,1.5737332,1.6218626,0.22308414
82807,1.6831998,1.5219134,0.7578689
82808,1.6786855,1.4546002,1.3142788
82809,2.1915352,1.6707468,0.24882205
82810,1.449245,1.4647925,-0.029033264
82811,1.6551142,1.3499235,1.3480092
82812,2.2191238,1.6678209,0.30761662
82813,1.4676795,1.4945812,0.009337102
82814,1.8268707,1.6322442,0.94025135
82815,1.7012444,1.3826673,1.4424858
82816,2.2878838,1.7055433,0.36461568
82817,1.5019922,1.4682364,0.09291415
82818,1.7065879,1.441072,1.3586706
82819,2.2136695,1.6652119,0.2356234
82820,1.6731132,1.373452,0.05507774
82821,1.998846,1.6940864,1.0046438
82822,1.7755325,1.4584956,1.3208325
82823,2.169242,1.6458426,0.16464694
82824,1.7590994,1.2662979,0.1064467
82825,1.8160272,1.5182519,1.280987
82826,2.106877,1.5418198,0.09881236
82827,1.744526,1.492202,0.058729287
82828,2.1031423,1.6829649,1.039807
82829,1.9328742,1.603681,1.2906822
82830,2.1760874,1.6106658,0.17975171
82831,2.1047668,1.6845433,0.15248986
82832,2.0533786,1.680766,1.1533914
82833,2.2173095,1.6004201,0.2069799
82834,2.3141696,1.8681984,0.30919918
82835,2.1235,1.7030727,0.9358929
82836,2.1245897,1.6597089,1.0946258
82837,2.272081,1.7057322,0.2367553
82838,2.369722,1.8927828,0.18581963
82839,2.2314074,1.664109,1.1651899
82840,2.2291784,1.7387648,0.28080562
82841,2.2465878,1.7899901,0.79354477
82842,2.295796,1.8393712,0.2651322
82843,2.4486325,1.9150748,0.17414895
82844,2.3123064,1.6476339,1.1453366
82845,2.0863602,1.5439998,0.36567318
82846,2.4572096,1.9353697,0.24775752
82847,2.4923174,2.023105,0.74546045
82848,2.3465407,1.6346343,1.1657531
82849,2.3238428,1.7864726,-0.022946337
82850,2.4560077,1.936517,0.1363466
82851,2.454191,1.7494855,1.1870788
82852,2.632631,2.0897818,0.012790594
82853,2.4663706,1.9471748,0.11895844
82854,2.6993852,1.9197582,0.7290394
82855,2.4696455,1.6383919,1.1784846
82856,2.8786402,2.0524004,0.14312215
82857,2.4447744,1.9222194,0.09161217
82858,2.55022,1.700401,1.1802665
82859,2.878597,1.866006,0.19057757
82860,2.480751,1.9315784,0.096508086
82861,2.702041,2.0597057,0.87438965
82862,2.965724,1.8601899,0.30545354
82863,2.6389759,1.6734377,1.3146099
82864,3.1248212,1.9704652,0.60369045
82865,2.4655845,1.9176334,0.082340404
82866,2.822683,2.058043,0.77462393
82867,2.829307,1.9137571,1.4059044
82868,3.1338198,1.9686978,0.32242355
82869,2.311057,1.3404577,0.15179902
82870,2.8070607,1.8119309,1.2364056
82871,3.1636758,1.9257828,0.6525309
82872,2.5389843,1.5764496,0.12309376
82873,2.8157578,1.884416,0.7555976
82874,3.022768,2.0090067,1.3342931
82875,3.0417478,2.0745046,0.50524837
82876,2.687622,1.6608788,-0.020380676
82877,3.009597,1.9933074,1.2605163
82878,3.1628418,1.8789182,0.6811482
82879,2.7520542,2.28427,-0.069983825
82880,2.8705535,2.0015278,0.99687314
82881,3.0807188,2.034034,1.2987697
82882,3.0606246,1.7808703,0.5051066
82883,2.6738544,1.8471881,-0.17513064
82884,2.9763489,2.005015,1.1949672
82885,3.0417948,1.7707548,0.34415418
82886,2.6960433,1.8800358,-0.14415269
82887,2.8083723,2.2633514,0.8770363
82888,3.1448574,1.9411741,0.58755124
82889,2.8597336,1.9653556,-0.19709489
82890,2.8695033,2.3897865,0.9733783
82891,3.1843674,1.9342647,0.60791445
82892,3.0184884,1.9049063,-0.091188036
82893,2.7289836,2.1229277,0.8362814
82894,3.0764022,1.8500564,0.21979217
82895,3.0156105,1.9812689,-0.02885366
82896,3.2052736,1.952405,0.8300532
82897,3.2901626,1.8914244,0.49150103
82898,2.9926212,1.9835862,0.022098558
82899,2.8726974,1.9976039,0.8775641
82900,3.4025104,1.7656687,0.54165447
82901,3.1705837,1.9458472,0.50317127
82902,3.003708,1.9562767,0.034840427
82903,2.8085518,2.0481093,0.8294862
82904,3.108436,1.8613905,0.59220463
82905,2.8433425,1.7786255,0.052145828
82906,3.481163,1.7866492,0.6459743
82907,2.6740894,1.8416374,-0.21453461
82908,2.771195,2.0387604,0.93913186
82909,3.0558913,1.7960049,0.16500519
82910,2.6752355,1.8062639,-0.117340915
82911,2.9758976,2.1663396,0.69738346
82912,3.3645427,2.482967,0.9950386
82913,3.0625873,1.8357472,0.12462741
82914,2.694791,1.8675916,-0.15798388
82915,1.4649384,2.2535248,0.66603565
82916,3.0390973,1.845002,0.16544636
82917,2.9239147,1.9605144,-0.07196904
82918,2.9091551,2.3000615,0.71934754
82919,2.8251977,2.2559514,0.8133466
82920,2.7971122,2.172765,0.21485122
82921,2.9142416,1.9636445,-0.038403507
82922,2.9549415,2.2500682,0.7897859
82923,2.9237742,1.9397848,0.31059945
82924,2.8940985,1.9578995,0.002981131
82925,2.9253902,2.3768656,0.7320105
82926,2.8619132,2.300909,0.7798924
82927,2.9804122,1.9532354,0.32303625
82928,2.8941872,1.987648,-0.024184741
82929,2.8784523,2.3329287,0.8872911
82930,2.7516232,2.1492748,0.5543097
82931,2.86559,1.9514092,-0.01975741
82932,2.8621874,2.374639,0.680935
82933,2.9691334,2.291711,0.9052065
82934,2.7260053,2.128671,0.4885287
82935,2.9016693,1.9662949,-0.0052390583
82936,2.9138095,2.4469893,0.82104945
82937,2.921559,2.0803227,0.31449884
82938,2.8865023,1.9504116,0.048507303
82939,2.8566158,2.373657,0.74825275
82940,2.967682,2.297075,0.8368338
82941,3.0632007,2.00034,0.50143903
82942,2.8893387,2.3515623,0.8434246
82943,2.7957573,2.1479087,0.23115365
82944,2.8677979,1.9569458,-0.07722127
82945,2.8908324,2.4261646,0.8404418
82946,2.8992712,2.3470614,0.8166751
82947,3.9416704,2.0762165,1.0891646
82948,2.866325,1.9583669,-0.01179498
82949,2.77651,2.4631276,0.893068
82950,2.8348043,2.0784795,0.23696631
82951,2.8623123,1.9481046,0.022622151
82952,2.928787,2.2521157,0.6669022
82953,2.7667825,2.5154653,0.8430735
82954,2.8373806,2.1114428,0.20917746
82955,2.8933632,1.9954336,-0.014697508
82956,2.8525422,2.4429023,0.9003922
82957,2.8900876,2.1149662,0.06809606
82958,2.853426,1.9376221,-0.041635454
82959,2.9235065,2.2190077,0.7631268
82960,2.7563972,2.5082767,0.9127584
82961,2.9144983,2.11455,0.06750582
82962,2.8531427,1.9321493,-0.019307265
82963,2.737897,2.5251894,0.91715354
82964,2.9560885,2.0813155,0.10797716
82965,2.8926857,1.9576705,-0.046568975
82966,2.9823108,2.3020582,0.73330784
82967,2.736211,2.4970334,0.91250217
82968,2.9358683,2.1178925,0.09575922
82969,2.9082708,1.9628968,0.018714473
82970,2.7498186,2.5126948,0.896611
82971,2.9371326,2.1225421,0.061228983
82972,2.9063544,1.9286904,0.016949693
82973,2.9548097,2.296577,0.61000687
82974,2.7818918,2.4914935,0.9335706
82975,2.910677,2.0935845,0.011389818
82976,2.898,1.9476392,-0.020544386
82977,2.7468276,2.4799027,0.93670136
82978,2.9508915,2.0606656,0.106822796
82979,2.908591,1.9625877,-0.014545899
82980,2.9641862,2.3070774,0.66069597
82981,2.7381968,2.4662411,0.9494742
82982,2.9415238,2.1633205,0.020767203
82983,2.2668552,1.9225003,0.12254209
82984,2.7278938,2.504375,1.020373
82985,2.9784696,2.08838,0.09075797
82986,2.8796983,1.9537833,-0.09737685
82987,2.8482563,2.3499742,0.6824205
82988,2.7291386,2.5631049,1.0564239
82989,2.9903908,2.1463108,0.13436107
82990,2.8925714,1.9347314,-0.07878642
82991,2.7211103,2.5492105,1.0795941
82992,3.0244944,2.0773506,0.19790551
82993,2.88616,1.9190878,0.0013487684
82994,2.9175012,2.327992,0.65296143
82995,2.6879804,2.5683405,1.0139734
82996,2.8947523,1.9314444,-0.056220125
82997,2.7294464,2.5583022,1.0998002
82998,3.0003564,2.0796285,0.18347402
82999,2.89013,1.9691397,-0.065580145
83000,2.9261043,2.2657557,0.6552783
83001,2.706408,2.568844,1.0396577
83002,2.903584,1.9498818,-0.06954418
83003,2.6957815,2.5769885,1.0306407
83004,2.9116542,2.0803697,0.12373874
83005,2.8809602,1.930357,-0.13732149
83006,2.9011617,2.3244503,0.70606995
83007,2.7060053,2.59397,1.0294304
83008,2.9348392,2.0520132,0.09478161
83009,2.2288182,1.8895711,0.14808127
83010,2.7015212,2.5937147,1.0269785
83011,2.8436701,2.0833964,0.11817429
83012,2.2192512,1.9214138,0.1385685
83013,2.8512695,2.3306446,0.75435317
83014,2.6926332,2.592587,1.0440972
83015,2.822684,2.1170464,0.11692698
83016,2.8138914,1.7850324,0.05023328
83017,2.703187,2.5939338,1.0154111
83018,2.7912998,2.0549126,0.09926964
83019,2.8482714,1.8343744,0.052937806
83020,2.889978,2.2919033,0.7315814
83021,2.7158477,2.6099713,1.0310185
83022,3.101296,2.073339,0.09179981
83023,2.8192537,1.8177463,0.0052290363
83024,2.7076862,2.5971074,1.0171584
83025,3.0183437,2.182466,0.14829014
83026,2.870279,1.8951261,-0.089131884
83027,2.8802528,2.238889,0.7335861
83028,2.7063696,2.5957448,1.0226811
83029,3.0913846,2.0575821,0.15463077
83030,2.2415094,1.9496098,0.16100125
83031,2.719299,2.549004,1.0258461
83032,3.0917308,2.062681,0.1512612
83033,2.72643,1.9327551,0.22525367
83034,2.9015198,2.194013,0.73126525
83035,2.7283845,2.599467,0.9948652
83036,4.0376825,2.1228082,1.0008116
83037,2.2461581,1.9219158,0.1863817
83038,2.7516105,2.535845,1.0065627
83039,2.8921142,2.0509107,-0.0010726962
83040,2.280404,1.8902328,0.022746645
83041,2.9056175,2.3164783,0.70452875
83042,2.7384152,2.5524416,0.98998696
83043,2.9748328,2.1722343,0.004671566
83044,2.8511636,1.814147,0.004730776
83045,2.7319481,2.5015733,0.98032427
83046,4.014588,1.9906487,0.8383912
83047,2.9011056,1.870176,-0.07555446
83048,2.9229238,2.2538214,0.6857149
83049,2.7629013,2.4985852,0.95356494
83050,2.710192,2.1167734,-0.19486837
83051,2.7593277,2.5261493,1.0005114
83052,2.744932,1.885484,-0.08642461
83053,2.9350626,2.2030842,0.6143518
83054,2.7761538,2.508149,1.0313656
83055,2.84038,1.6899668,-0.020629093
83056,2.896177,1.8533919,0.025407718
83057,2.6803489,1.9029627,-0.19899233
83058,2.8847764,1.8403342,-0.2796197
83059,2.8647647,2.3194222,0.7208916
83060,2.792011,2.537671,0.98755383
83061,2.765763,1.7703654,-0.047574285
83062,2.9297907,1.8339843,-0.18704078
83063,2.8138516,2.5067937,1.015358
83064,2.7521036,1.7417216,-0.26017225
83065,2.8549118,1.7295614,-0.072328545
83066,2.9155455,2.2960536,0.7093089
83067,2.7833004,2.464928,0.9784466
83068,2.681223,1.8386198,-0.21366745
83069,2.850196,1.6566,0.05816925
83070,2.7916534,2.539482,1.0046381
83071,2.7584596,1.7321354,-0.10178346
83072,2.876831,1.7600393,-0.075654075
83073,2.9017086,2.2851112,0.7064153
83074,2.7980344,2.5389962,1.040453
83075,2.9035132,1.9316049,-0.2247409
83076,2.8497005,1.757232,-0.08729144
83077,2.7443557,1.7382923,-0.16595158
83078,2.8711276,1.7236495,0.025243694
83079,2.9268274,2.2737236,0.8216136
83080,2.7629263,2.5790594,1.0629339
83081,2.7361157,1.7190149,-0.09657774
83082,2.8851454,1.7735363,0.0032570048
83083,2.7832227,2.5772572,1.0821455
83084,2.7366626,1.6902182,-0.13128702
83085,2.8330252,1.7709336,0.082729995
83086,2.945579,2.2397428,0.66082734
83087,2.7980402,2.597961,1.0288012
83088,2.7494068,1.6720465,-0.014968696
83089,2.8772993,1.7633544,0.012447719
83090,2.8086052,2.5810692,1.0677459
83091,2.7689774,1.7029998,0.032842528
83092,2.849084,1.7955834,0.025524752
83093,2.868795,2.3281538,0.6341576
83094,2.8203251,2.5714805,1.0005459
83095,2.7115185,1.8144144,-0.27552256
83096,2.862371,1.7763871,0.016240314
83097,2.833501,2.6099026,1.0346231
83098,2.7968233,1.6704433,-0.07648269
83099,2.82695,1.7253481,-0.0034988362
83100,2.9230042,2.2433655,0.8115811
83101,2.8076944,2.5546227,1.0211617
83102,2.759512,1.7169648,-0.11094503
83103,2.8550715,1.7683088,0.09347306
83104,2.807679,2.5545208,1.0379524
83105,2.7336,1.6932557,-0.07078964
83106,2.8314114,1.7645615,0.11809376
83107,2.9241784,2.2482088,0.77828604
83108,2.8269348,2.4955099,1.0040541
83109,2.7347739,1.7205088,-0.0897626
83110,2.8499808,1.7912116,0.0030685957
83111,2.859582,2.510096,1.0309647
83112,2.7439153,1.7014637,-0.1226293
83113,2.8461373,1.7881668,0.05403519
83114,2.9231932,2.2135127,0.7865499
83115,2.849304,2.5259914,1.0157601
83116,2.7554326,1.7338294,-0.024989173
83117,2.862966,1.8086839,0.046394456
83118,2.8267627,2.5205295,1.0638275
83119,2.7580597,1.722863,-0.13964017
83120,2.8316562,1.7684802,0.110534474
83121,2.9242089,2.26756,0.8301636
83122,2.8267868,2.5489948,1.0663775
83123,2.735703,1.7248958,-0.050553806
83124,2.897233,1.7940323,0.077373885
83125,2.8190982,2.5076308,1.1224034
83126,2.7472062,1.7385147,-0.13696486
83127,2.8489494,1.790373,0.041387077
83128,2.937671,2.258097,0.78795516
83129,2.8292916,2.5205257,1.0657514
83130,2.7477329,1.7370536,-0.15416808
83131,2.8678105,1.7785472,0.07918534
83132,2.7686944,1.7018889,-0.10391883
83133,2.871966,1.7546687,0.027869074
83134,2.934893,2.2615473,0.76047707
83135,2.8483758,2.550643,1.0545254
83136,2.7463694,1.7062901,-0.12465142
83137,2.8350334,1.7719401,0.019545266
83138,2.8424315,2.569353,1.0892916
83139,2.7227364,1.7068442,-0.08652789
83140,2.8613935,1.7735912,0.04670103
83141,2.9143105,2.258105,0.7341697
83142,2.8432229,2.5447724,0.97159296
83143,2.7463152,1.7143371,-0.05316897
83144,2.8442078,1.7810471,0.12440873
83145,2.8330002,2.5538805,1.0507977
83146,2.7455888,1.7316749,-0.109591365
83147,2.8525634,1.7937257,0.045611423
83148,2.916821,2.2918205,0.7247496
83149,2.796919,2.5379815,1.0390602
83150,2.7716,1.7409499,-0.19270992
83151,2.8692908,1.7808743,0.0507661
83152,2.811709,2.585746,1.021057
83153,2.6827724,1.8610393,-0.20129515
83154,2.870479,1.7907802,0.10086142
83155,2.9249976,2.3122773,0.7633086
83156,2.7907984,2.5547802,1.0183856
83157,2.746907,1.7038949,-0.11810161
83158,2.83544,1.7718679,0.02672326
83159,2.8093092,2.552888,1.0181719
83160,2.6794438,1.8294003,-0.16932537
83161,2.8605905,1.7738636,0.03241722
83162,2.9055367,2.2752988,0.7649427
83163,2.8197906,2.5683827,1.0414271
83164,2.7351706,1.7208197,-0.19001539
83165,2.8706295,1.7566087,0.092206135
83166,2.819417,2.5647361,1.0823616
83167,2.755342,1.6894433,-0.047216747
83168,2.9064636,2.31344,0.76326567
83169,2.7892365,2.5536304,1.0847594
83170,2.7581382,1.6909716,-0.08353506
83171,2.8373375,1.7374938,-0.02611971
83172,2.8427618,2.537648,1.0416114
83173,2.7495422,1.7346436,-0.19688278
83174,2.8505938,1.7535025,0.022618381
83175,2.9133377,2.2552214,0.725615
83176,2.8081532,2.5793316,1.1086276
83177,2.724259,1.7119174,-0.04789086
83178,2.858811,1.8155308,-0.02859444
83179,2.8267865,2.5447605,1.0592954
83180,2.756961,1.7569098,-0.14783482
83181,2.8647432,1.8879316,-0.09292876
83182,2.9299047,2.3162072,0.76393783
83183,2.7799733,2.564808,1.0543699
83184,2.7541993,1.6873528,-0.08896899
83185,2.8783123,2.0248003,0.057355355
83186,2.7341542,1.7259966,-0.14224829
83187,2.1657364,1.9613631,0.2071319
83188,2.9306986,2.2607431,0.78754914
83189,2.7900698,2.5522718,1.0309523
83190,2.7452428,1.7395718,-0.13514663
83191,2.274457,1.9666706,0.11510458
83192,2.7893772,2.580786,1.04424
83193,2.7679713,1.710801,-0.06716711
83194,2.2079785,1.9870082,0.22750777
83195,2.9200077,2.238916,0.77973896
83196,2.82499,2.5688372,1.0618266
83197,2.7452738,1.7016848,-0.14244829
83198,2.9049692,2.0223572,0.11276589
83199,2.806966,2.5411289,1.0671196
83200,2.721729,1.7103691,-0.06162037
83201,2.9393547,2.0195374,0.11485807
83202,2.9198346,2.235817,0.75327295
83203,2.7785609,2.564723,1.0648018
83204,2.7348228,1.6910048,-0.081834756
83205,2.2288792,1.9595624,0.11144741
83206,2.8316686,2.5523603,1.0364624
83207,2.7834084,1.7667811,-0.05811279
83208,2.2513227,1.9891644,0.14703205
83209,2.901112,2.271715,0.75101125
83210,2.8104749,2.549343,1.1099882
83211,2.9528933,2.0978475,-0.0494536
83212,2.921696,2.0565708,0.06783127
83213,2.8010325,2.5651228,1.0569292
83214,2.9945273,2.0689046,0.08280967
83215,2.9068077,2.0715182,0.08019044
83216,2.8955429,2.272881,0.6955094
83217,2.7901103,2.5516453,1.071422
83218,3.69846,2.065443,0.5723726
83219,2.8940165,2.0768666,0.04779107
83220,2.7667189,2.6085796,1.0675503
83221,3.1338363,2.075891,0.053350676
83222,2.9170258,2.0357616,0.13693331
83223,2.934946,2.2174797,0.81713104
83224,2.788764,2.5849853,1.065697
83225,3.5997384,2.0209258,0.572074
83226,2.781526,2.5412686,1.0349213
83227,3.0609488,2.0755126,0.1714595
83228,2.2325995,1.9894415,0.1233485
83229,2.8840141,2.3163643,0.6748229
83230,2.7910802,2.5289836,0.9858468
83231,3.0119107,2.021866,0.12804006
83232,2.8306425,2.1852007,0.1010235
83233,2.7902737,2.5007367,0.9770248
83234,3.0271165,2.0513396,0.1767379
83235,2.9147024,2.0838974,0.13145718
83236,2.8282118,2.4970725,1.0112343
83237,2.9964767,1.9582012,0.16734348
83238,2.9293873,2.1049511,0.09850159
83239,2.8298514,2.470015,1.0247264
83240,2.8914778,2.054098,0.06314318
83241,2.8891337,2.2866068,0.75397253
83242,2.839021,2.4538784,0.9879704
83243,3.142595,2.0873492,0.021732287
83244,2.8919048,2.0499947,0.07375399
83245,2.8139641,2.4514623,1.007903
83246,3.1222253,2.0697267,0.020570127
83247,2.8996994,2.320635,0.7242165
83248,4.0765452,2.078728,0.83397746
83249,2.8697495,2.1102636,0.12578815
83250,2.8151126,2.453518,0.98964894
83251,3.7035112,2.0837681,0.68168765
83252,2.888362,2.0781276,0.09909287
83253,2.8876202,2.3234205,0.7448466
83254,2.8146415,2.4859781,1.068636
83255,3.64869,2.0430205,0.58925587
83256,2.9228325,2.0634701,0.15421674
83257,2.8159153,2.4583976,0.9922628
83258,4.115372,2.0297058,0.8806124
83259,2.1904755,1.989497,0.12736301
83260,3.0142412,2.2968004,0.6830737
83261,2.8166845,2.4532123,1.0241268
83262,2.84706,2.034677,-0.088933624
83263,2.9238236,2.0925374,0.2069316
83264,2.835285,2.484102,1.0163941
83265,5.0651674,3.214339,2.2667246
83266,2.2304037,2.021382,0.22614293
83267,2.8605034,2.407305,0.7201144
83268,2.8174214,2.5145385,1.0119222
83269,3.052854,2.0479183,0.19930868
83270,2.2045758,1.9939433,0.11804509
83271,2.8164737,2.5089905,0.99436605
83272,3.6079235,2.0470736,0.5551211
83273,2.2074003,2.055484,0.10314006
83274,2.8732786,2.3827496,0.7436147
83275,2.829265,2.469922,1.0037692
83276,3.0132353,2.0523663,0.16755202
83277,2.1887784,2.0250473,0.111014925
83278,2.840913,2.4870913,1.0236211
83279,3.041597,2.0827138,0.19639118
83280,2.78591,2.2092025,0.21083635
83281,2.8654768,2.3688664,0.7373263
83282,2.8473768,2.4941344,1.0381705
83283,3.0343232,2.086406,0.1846476
83284,2.8045943,2.2384856,0.103277095
83285,2.9031265,2.4573913,1.0586672
83286,3.006795,2.0837152,0.18626353
83287,2.1958163,2.0238113,0.11640979
83288,2.8550787,2.3889825,0.75410825
83289,2.8847704,2.45297,1.1067697
83290,4.0813284,2.076605,0.85152775
83291,2.1769068,2.007447,0.10985414
83292,2.8215115,2.5939171,1.0203115
83293,4.0839286,2.0761924,0.83400846
83294,2.8733745,2.2142978,0.13372068
83295,2.8640468,2.4083862,0.7326737
83296,2.8268034,2.59375,1.042705
83297,3.6408257,2.0394397,0.64036787
83298,2.172304,2.026995,0.078333735
83299,2.7906053,2.59664,1.0477232
83300,3.0300357,2.0849361,0.18062748
83301,2.921267,2.106087,0.097686864
83302,2.8544247,2.385131,0.74338627
83303,2.7908266,2.5338542,1.0563028
83304,4.096563,2.040919,0.9024752
83305,2.9232006,2.062508,0.17683399
83306,2.8238802,2.5208528,1.060368
83307,2.9891677,2.056012,0.18705033
83308,2.1897397,1.9904687,0.12629856
83309,2.8550463,2.3512418,0.80583197
83310,2.8165395,2.5068078,1.0818485
83311,3.6996255,2.0606287,0.6406617
83312,2.1778967,1.9918275,0.09500452
83313,2.8172715,2.5074637,1.0486845
83314,3.0575647,2.046197,0.20147964
83315,2.1921434,1.9946153,0.09460348
83316,2.8462443,2.3738165,0.75407064
83317,2.817979,2.507758,1.1065722
83318,3.03507,2.0507686,0.18935204
83319,2.8602242,2.1936965,0.1381499
83320,2.8251214,2.4638598,1.0859791
83321,3.0342524,2.0486732,0.17824185
83322,2.918734,2.0898204,0.0690525
83323,2.8632414,2.4334497,0.7393664
83324,2.8080966,2.4685981,1.0561935
83325,3.6981385,2.061693,0.5897908
83326,2.9429302,2.0935397,0.07010541
83327,2.8049634,2.4648957,1.0563107
83328,3.6887174,2.0393999,0.5596976
83329,2.8995543,2.0630598,0.18018182
83330,2.8278883,2.341542,0.75143373
83331,2.8046448,2.4366815,0.9977792
83332,3.6876507,2.0536294,0.64870477
83333,2.8364859,2.1671479,0.1457663
83334,2.82617,2.4090898,0.9648839
83335,3.6719692,2.038505,0.5921328
83336,2.8542764,2.1871421,0.0974904
83337,2.8619883,2.465522,0.69397956
83338,2.8512852,2.3939676,0.9152401
83339,3.7111068,2.0645316,0.5161535
83340,2.2349634,1.9967136,0.104351625
83341,2.8185015,2.4014723,0.8506039
83342,3.0541441,2.0497956,0.19950671
83343,2.2338552,2.027909,0.08541307
83344,2.9180236,2.4218657,0.7364427
83345,2.860002,2.3713021,0.8018661
83346,4.1072206,2.0748565,0.8478632
83347,2.863098,2.1667259,0.10623139
83348,2.878402,2.295803,0.79681385
83349,3.6707976,2.0375235,0.61444527
83350,2.2166255,2.029203,0.0807896
83351,2.888458,2.4109626,0.7384698
83352,2.8904746,2.2522295,0.7796166
83353,4.102839,2.0273633,0.8943492
83354,2.9013336,2.069601,0.14862637
83355,2.8797853,2.2345657,0.7485002
83356,3.0548453,2.0483367,0.18988378
83357,2.947689,2.07156,0.11499676
83358,2.8626986,2.4320557,0.73834825
83359,2.9097145,2.2202287,0.75920886
83360,3.5677152,2.026433,0.4735118
83361,2.9230626,2.0666325,0.12801193
83362,2.8990455,2.2343757,0.7932468
83363,4.079346,2.0609736,0.8074253
83364,2.2350993,2.0489175,0.18131095
83365,2.8749056,2.445659,0.77292484
83366,2.8895311,2.2208238,0.808295
83367,3.1246061,2.0693057,0.014040966
83368,2.860868,2.1955922,0.14333953
83369,2.8827598,2.241684,0.8001288
83370,4.084714,2.0744052,0.83678377
83371,2.911128,2.0450187,0.16501501
83372,2.865023,2.4655755,0.7846056
83373,3.0792089,2.0733693,-0.031421505
83374,2.2219722,1.9954393,0.12026658
83375,2.8794491,2.2380092,0.79178417
83376,2.9193578,2.0606394,0.1424253
83377,2.9979804,2.3052008,0.6768244
83378,2.8805854,2.271778,0.7520317
83379,4.1236606,2.0539768,0.8800994
83380,2.266611,2.0288417,0.11724156
83381,2.8721874,2.2578697,0.78790534
83382,3.6974728,2.0591018,0.6490049
83383,2.214855,1.9920657,0.1796194
83384,2.8960507,2.4517326,0.7754502
83385,2.9022639,2.2404585,0.7932089
83386,4.094138,2.0826156,0.8452723
83387,2.253818,1.9969841,0.102313384
83388,2.8688464,2.2222333,0.8001887
83389,3.681888,2.0654457,0.60851353
83390,2.2430425,2.027516,0.073568255
83391,2.889361,2.42976,0.7182085
83392,2.889458,2.2523823,0.8260657
83393,4.0847116,2.0773106,0.82819206
83394,2.914494,2.0827465,0.14544828
83395,2.8990967,2.2067802,0.7829328
83396,4.069447,2.0847785,0.82213324
83397,2.2420683,1.9972726,0.10404235
83398,2.880474,2.4412389,0.727891
83399,2.855279,2.2359967,0.8108275
83400,3.6369758,2.044962,0.5902407
83401,2.902429,2.0673623,0.14273332
83402,2.867154,2.1638758,0.74772626
83403,3.1005397,2.0702925,0.003976644
83404,2.2473567,2.02593,0.11341078
83405,2.8712435,2.4318395,0.72144
83406,2.8974767,2.1820405,0.7784905
83407,3.6272676,2.0445058,0.5900282
83408,2.2331429,2.0252717,0.10374893
83409,2.7977633,2.3257172,0.85222566
83410,2.2323976,2.0259984,0.09335854
83411,2.9275975,2.3784711,0.76060474
83412,2.7880652,2.2855494,0.8424301
83413,2.921117,2.0616024,0.09703591
83414,2.8133104,2.2665148,0.81844556
83415,3.0096254,2.054109,0.16363227
83416,2.1966808,2.0255764,0.14876373
83417,2.924956,2.4639945,0.85698473
83418,2.8408952,2.3612964,0.8662195
83419,3.0251958,2.0505397,0.18651861
83420,2.1753943,2.0177999,0.20192188
83421,2.8117611,2.3415942,0.8597559
83422,3.0703006,2.0819213,0.21901928
83423,2.1996763,2.023801,0.12416619
83424,2.9794495,2.3100471,0.6719995
83425,2.8076618,2.3733408,0.8191053
83426,3.6440768,2.0181687,0.5884552
83427,2.643616,2.0602434,-0.18995067
83428,3.6625469,2.0697505,0.61031985
83429,2.8182468,2.1569574,0.040299155
83430,2.9624815,2.3751006,0.7255501
83431,2.791811,2.36425,0.8558456
83432,3.0226974,2.1047184,0.17803673
83433,2.8504014,2.188916,0.06438865
83434,2.7883906,2.3772292,0.8152834
83435,2.88815,2.0542827,0.25103208
83436,2.1882234,1.989833,0.12697966
83437,2.8579202,2.4212942,0.78758067
83438,2.754059,2.2354593,0.76105934
83439,3.0815265,2.157032,0.12841304
83440,2.8743703,2.3701303,0.6281885
83441,3.07443,2.1310744,0.16283144
83442,2.8817961,2.3063183,0.72610384
83443,2.93491,2.2723382,0.8171955
83444,3.079019,2.1277165,0.1190548
83445,2.9383912,2.3209221,0.86135066
83446,3.0660408,2.0587137,0.15259853
83447,2.118657,1.9910489,0.15603377
83448,2.9807773,2.3751462,0.78853595
83449,2.968999,2.2166169,0.8184062
83450,2.9542217,2.0610616,0.062046386
83451,2.9057655,2.0288472,0.071081184
83452,2.9196026,2.1213784,0.05160842
83453,2.101382,1.9941267,0.26920038
83454,2.9315915,2.3422875,0.6738268
83455,3.0193548,2.03028,-0.010859888
83456,2.8915622,2.26809,0.8272136
83457,2.9466858,2.2298505,0.1541263
83458,2.1352663,1.8466933,0.3865564
83459,2.844518,2.2580028,0.67483824
83460,2.9569275,2.1949308,0.21786466
83461,2.9042192,2.044536,0.084699295
83462,2.9094334,2.1494625,0.73417395
83463,2.968256,2.2209184,0.12952879
83464,2.926226,2.0263186,0.06979399
83465,2.6927116,2.2380538,0.6848952
83466,2.7542536,2.1627362,0.6586904
