tBodyAcc-mean-X,tBodyAcc-mean-Y,tBodyAcc-mean-Z,tBodyAcc-std-X,tBodyAcc-std-Y,tBodyAcc-std-Z
3.8837404e-001,-6.24E-02,-1.74E-01,2.6048801e-002,3.9550763e-001,-3.18E-01
3.3888385e-001,-3.99E-02,-1.04E-01,6.8628373e-002,3.3292548e-001,-1.03E-01
2.9828248e-001,8.3359006e-003,-5.36E-02,-4.31E-02,1.8594882e-001,-1.14E-01
1.4153116e-001,-9.52E-02,-1.82E-01,-4.54E-02,2.7957805e-001,-6.48E-02
2.1432315e-001,-2.58E-02,-1.05E-01,-3.09E-02,3.5273080e-001,-2.86E-03
3.1784125e-001,6.1344669e-002,-1.94E-02,-1.13E-01,2.2309010e-001,-2.55E-01
2.7046838e-001,-1.18E-02,-8.61E-02,-1.05E-01,1.2275835e-001,-3.84E-01
2.8291324e-001,1.6606408e-003,-1.02E-01,-9.64E-01,-9.27E-01,-9.04E-01
2.9060403e-001,-2.94E-03,-6.62E-02,-9.81E-01,-9.59E-01,-9.74E-01
2.8334095e-001,-1.14E-02,-8.45E-02,-9.86E-01,-9.76E-01,-9.67E-01
2.8231243e-001,-2.99E-03,-8.99E-02,-9.93E-01,-9.78E-01,-9.78E-01
2.8209486e-001,-1.63E-02,-9.17E-02,-9.95E-01,-9.52E-01,-9.80E-01
2.7282325e-001,-2.91E-02,-1.17E-01,-9.90E-01,-9.84E-01,-9.73E-01
2.8136390e-001,-1.90E-02,-8.80E-02,-9.82E-01,-9.57E-01,-8.90E-01
2.8278633e-001,-2.98E-02,-9.10E-02,-9.82E-01,-9.34E-01,-8.73E-01
2.7290311e-001,-3.49E-02,-1.32E-01,-9.88E-01,-9.51E-01,-9.33E-01
2.7720682e-001,-1.54E-02,-1.08E-01,-9.93E-01,-9.66E-01,-9.51E-01
2.7798524e-001,-3.84E-03,-1.10E-01,-9.90E-01,-9.84E-01,-9.59E-01
2.7365016e-001,-7.80E-03,-1.21E-01,-9.88E-01,-9.59E-01,-9.66E-01
2.7044485e-001,-2.46E-02,-1.26E-01,-9.91E-01,-9.56E-01,-9.72E-01
2.7494366e-001,-2.09E-02,-1.18E-01,-9.95E-01,-9.63E-01,-9.67E-01
2.7999379e-001,-1.34E-02,-1.20E-01,-9.94E-01,-9.72E-01,-8.93E-01
4.2168183e-001,1.1997995e-002,9.3854884e-002,-9.14E-01,-6.92E-01,-6.78E-01
2.8706532e-001,-4.86E-02,-9.21E-02,-9.66E-01,-9.16E-01,-8.71E-01
2.7952931e-001,-1.28E-02,-9.07E-02,-9.83E-01,-9.48E-01,-9.25E-01
2.7992585e-001,-1.22E-02,-1.07E-01,-9.86E-01,-9.65E-01,-9.32E-01
2.7051424e-001,-1.97E-02,-1.30E-01,-9.88E-01,-9.80E-01,-9.69E-01
2.7958343e-001,-2.37E-02,-9.39E-02,-9.85E-01,-9.68E-01,-9.61E-01
2.7853082e-001,-2.05E-02,-1.06E-01,-9.83E-01,-9.63E-01,-9.28E-01
2.7327857e-001,-1.60E-02,-1.21E-01,-9.81E-01,-9.77E-01,-9.27E-01
2.7950737e-001,-2.63E-02,-1.04E-01,-9.82E-01,-9.60E-01,-9.44E-01
2.7597743e-001,-2.86E-02,-1.22E-01,-9.74E-01,-9.63E-01,-9.49E-01
2.8022805e-001,-1.36E-02,-1.01E-01,-9.74E-01,-9.58E-01,-9.25E-01
2.7952681e-001,-1.37E-02,-1.02E-01,-9.85E-01,-9.39E-01,-9.22E-01
2.6816504e-001,-2.24E-02,-1.30E-01,-9.88E-01,-9.39E-01,-9.62E-01
3.2290073e-001,4.3107910e-002,3.6292123e-002,-9.22E-01,-3.63E-01,-4.34E-01
2.6585015e-001,-3.56E-02,-1.57E-01,-9.89E-01,-9.09E-01,-9.17E-01
2.7775584e-001,-6.45E-03,-6.73E-02,-9.89E-01,-9.76E-01,-8.85E-01
2.7802325e-001,-2.51E-02,-1.14E-01,-9.85E-01,-9.16E-01,-8.08E-01
2.7469288e-001,-2.15E-02,-1.21E-01,-9.82E-01,-8.83E-01,-7.64E-01
2.7002674e-001,1.6329739e-003,-5.01E-02,-9.78E-01,-8.60E-01,-7.19E-01
2.8308100e-001,-2.56E-02,-1.43E-01,-9.82E-01,-8.58E-01,-7.29E-01
2.8416922e-001,-3.01E-02,-1.77E-01,-9.92E-01,-9.36E-01,-9.02E-01
2.7644468e-001,-9.53E-03,-1.26E-01,-9.98E-01,-9.84E-01,-9.79E-01
2.7824874e-001,-1.33E-02,-1.10E-01,-9.98E-01,-9.90E-01,-9.90E-01
2.7817115e-001,-1.80E-02,-1.11E-01,-9.98E-01,-9.95E-01,-9.89E-01
2.7719532e-001,-1.67E-02,-1.11E-01,-9.97E-01,-9.93E-01,-9.89E-01
4.6492761e-001,-8.58E-02,-5.61E-01,-6.88E-01,-4.92E-01,9.9508371e-002
2.2228655e-001,1.0848177e-002,-4.83E-02,-9.46E-01,-9.00E-01,-8.19E-01
2.8428630e-001,-1.22E-02,-5.49E-02,-9.78E-01,-9.29E-01,-8.87E-01
2.7760406e-001,-1.61E-02,-9.52E-02,-9.79E-01,-9.14E-01,-8.66E-01
2.8279300e-001,-2.19E-02,-1.49E-01,-9.86E-01,-9.57E-01,-9.04E-01
2.7974810e-001,-1.73E-02,-1.36E-01,-9.96E-01,-9.92E-01,-9.52E-01
2.7859690e-001,-1.58E-02,-1.09E-01,-9.96E-01,-9.92E-01,-9.87E-01
2.7728392e-001,-1.42E-02,-9.96E-02,-9.96E-01,-9.91E-01,-9.77E-01
2.7534782e-001,-1.53E-02,-1.02E-01,-9.98E-01,-9.91E-01,-9.74E-01
2.7668183e-001,-1.56E-02,-1.03E-01,-9.98E-01,-9.92E-01,-9.82E-01
2.7735292e-001,-1.58E-02,-1.07E-01,-9.97E-01,-9.94E-01,-9.77E-01
2.7856251e-001,-1.65E-02,-1.14E-01,-9.97E-01,-9.96E-01,-9.81E-01
2.7552365e-001,-1.57E-02,-1.03E-01,-9.97E-01,-9.95E-01,-9.80E-01
2.7831360e-001,-1.52E-02,-1.07E-01,-9.94E-01,-9.79E-01,-9.73E-01
-4.10E-01,1.2748494e-001,-7.55E-02,-3.44E-01,-4.36E-01,-6.48E-01
3.0658851e-001,-2.95E-02,-1.06E-01,-9.56E-01,-8.66E-01,-9.66E-01
2.6385089e-001,-3.39E-02,-9.74E-02,-9.68E-01,-9.63E-01,-9.83E-01
2.7889268e-001,-1.90E-02,-1.08E-01,-9.67E-01,-9.78E-01,-9.81E-01
2.8256787e-001,-2.25E-02,-1.06E-01,-9.69E-01,-9.70E-01,-9.80E-01
2.8427780e-001,-1.84E-02,-1.08E-01,-9.66E-01,-9.63E-01,-9.73E-01
2.7069052e-001,-1.95E-02,-1.06E-01,-9.61E-01,-9.64E-01,-9.74E-01
2.5509959e-001,-2.32E-02,-1.04E-01,-9.72E-01,-9.76E-01,-9.77E-01
2.6823494e-001,-1.82E-02,-1.08E-01,-9.70E-01,-9.78E-01,-9.77E-01
2.7399673e-001,-1.44E-02,-1.11E-01,-9.72E-01,-9.75E-01,-9.74E-01
2.5751297e-001,-1.53E-02,-1.08E-01,-9.74E-01,-9.78E-01,-9.75E-01
2.5854289e-001,-1.99E-02,-1.04E-01,-9.74E-01,-9.87E-01,-9.85E-01
2.7041720e-001,-2.36E-02,-1.05E-01,-9.79E-01,-9.81E-01,-9.85E-01
3.0543709e-001,2.2637306e-002,-1.23E-01,-9.42E-01,-7.25E-01,-9.33E-01
1.7110988e-001,-1.14E-01,-5.56E-02,-8.72E-01,-4.60E-01,-7.80E-01
3.1563388e-001,1.3335951e-003,-1.08E-01,-9.70E-01,-9.64E-01,-9.77E-01
2.8729169e-001,-2.32E-02,-1.08E-01,-9.54E-01,-9.53E-01,-9.77E-01
2.7831766e-001,-2.51E-02,-1.06E-01,-9.57E-01,-9.51E-01,-9.78E-01
2.8617105e-001,-1.89E-02,-1.09E-01,-9.59E-01,-9.60E-01,-9.82E-01
2.7907627e-001,-1.83E-02,-1.09E-01,-9.62E-01,-9.56E-01,-9.81E-01
2.7682290e-001,-1.88E-02,-1.08E-01,-9.63E-01,-9.54E-01,-9.79E-01
2.7797808e-001,-1.83E-02,-1.07E-01,-9.66E-01,-9.57E-01,-9.84E-01
2.7688873e-001,-2.00E-02,-1.06E-01,-9.63E-01,-9.23E-01,-9.79E-01
2.6111850e-001,-4.84E-02,-9.45E-02,-9.65E-01,-8.83E-01,-9.68E-01
2.6541606e-001,-5.52E-02,-8.92E-02,-9.67E-01,-9.07E-01,-9.67E-01
2.6195896e-001,-2.83E-02,-1.03E-01,-9.73E-01,-9.29E-01,-9.68E-01
2.6891126e-001,-1.36E-02,-1.12E-01,-9.70E-01,-9.59E-01,-9.77E-01
2.0806983e-001,2.5750056e-003,-1.25E-01,-6.54E-01,-5.79E-01,-2.00E-01
2.8597204e-001,-1.84E-02,-9.29E-02,-5.48E-01,-4.17E-01,-2.05E-02
3.3153029e-001,-4.77E-02,-1.61E-01,-4.71E-01,-2.97E-01,9.2052092e-002
2.5872293e-001,-4.75E-02,-1.88E-01,-4.40E-01,-2.69E-01,6.7441200e-002
1.8961848e-001,-7.86E-04,-8.72E-02,-4.36E-01,-3.15E-01,1.4165910e-001
2.5238348e-001,6.3468639e-003,-8.42E-02,-4.22E-01,-3.42E-01,2.8025837e-001
3.3575683e-001,-1.96E-02,-1.46E-01,-3.74E-01,-3.38E-01,2.9670987e-001
3.0477552e-001,-2.86E-02,-1.65E-01,-4.02E-01,-3.67E-01,2.2096494e-001
2.5126826e-001,-2.10E-02,-1.37E-01,-4.50E-01,-2.64E-01,1.4952878e-001
2.4482915e-001,-1.65E-02,-5.99E-02,-3.96E-01,-2.18E-01,1.1592175e-001
2.5847462e-001,-1.36E-02,-4.46E-02,-3.48E-01,-2.84E-01,1.5183636e-001
3.1951297e-001,-1.79E-02,-9.71E-02,-3.47E-01,-1.11E-01,3.3215047e-001
2.5546757e-001,-2.33E-02,-1.34E-01,-3.37E-01,-2.74E-02,3.3456393e-001
2.2416727e-001,-2.28E-02,-1.33E-01,-3.38E-01,-2.05E-01,1.7836380e-001
3.4488922e-001,-1.96E-03,-8.97E-02,-3.93E-01,-2.96E-01,2.4278241e-001
2.0327631e-001,-9.76E-03,-1.51E-01,-4.29E-01,-2.61E-01,7.6759624e-002
3.0164847e-001,-2.69E-02,-9.58E-02,-3.80E-01,-1.91E-01,3.4055774e-001
3.1419125e-001,-8.70E-03,-1.25E-01,-3.56E-01,-1.66E-01,4.0672936e-001
2.0857014e-001,-4.15E-03,-5.26E-02,-3.80E-01,-2.40E-01,2.6684451e-001
3.2654399e-001,-2.20E-02,-9.79E-02,-3.69E-01,-2.32E-01,3.0065557e-001
2.8436958e-001,-3.75E-02,-1.83E-01,-3.83E-01,-2.39E-01,3.0601647e-001
1.6803166e-001,-9.14E-03,-1.11E-01,-4.07E-01,-2.44E-01,1.8582936e-001
3.4672964e-001,4.1422907e-003,-9.04E-02,-3.49E-01,-1.79E-01,2.6671892e-001
3.4686408e-001,-1.33E-02,-1.12E-01,-2.83E-01,-1.41E-01,3.4234898e-001
2.4999499e-001,-2.84E-02,-6.60E-02,-2.58E-01,-1.95E-01,3.1654321e-001
2.8107840e-001,-4.63E-02,-1.36E-01,-2.43E-01,-1.68E-01,4.5872112e-001
2.1853887e-001,-1.17E-02,-1.25E-01,-2.91E-01,-1.86E-01,4.2177356e-001
2.4697690e-001,1.1283580e-002,-4.39E-02,-3.66E-01,-3.20E-01,2.7725779e-001
3.3041630e-001,-5.68E-03,-8.47E-02,-4.42E-01,-3.30E-01,3.1940954e-001
2.4045018e-001,-1.97E-02,-7.40E-02,-3.47E-01,-4.80E-01,-3.06E-01
2.8304331e-001,-2.89E-02,-1.00E-01,-2.80E-01,-4.62E-01,-1.82E-01
3.0125669e-001,-1.04E-02,-1.15E-01,-2.45E-01,-4.20E-01,-1.74E-01
3.1294241e-001,-8.10E-03,-1.44E-01,-1.27E-01,-2.90E-01,1.2449489e-001
2.9949154e-001,-7.85E-03,-1.44E-01,-1.04E-01,-3.38E-01,1.6506496e-001
3.8297512e-001,-4.23E-03,-1.15E-01,-1.29E-01,-2.81E-01,1.3268740e-001
3.2939931e-001,-2.12E-02,-9.14E-02,-1.19E-01,-2.50E-01,1.9896935e-001
1.3899026e-001,-2.80E-03,-2.90E-02,-1.56E-01,-4.40E-01,-3.50E-02
1.6655269e-001,1.8650473e-002,-7.66E-02,-1.23E-01,-5.35E-01,-1.32E-01
2.7667442e-001,-1.02E-02,-1.04E-01,-7.60E-02,-4.66E-01,-3.64E-02
3.3655530e-001,-2.98E-02,-1.27E-01,-2.04E-01,-3.98E-01,-1.87E-02
2.7495396e-001,-1.42E-02,-1.03E-01,-1.58E-01,-3.70E-01,-1.19E-01
2.7354490e-001,-1.82E-02,-1.35E-01,-1.09E-01,-2.86E-01,2.1949055e-004
2.5189656e-001,-2.81E-02,-1.29E-01,-1.24E-01,-3.56E-01,1.9322765e-001
2.3652994e-001,4.5232189e-003,-4.93E-02,-9.07E-02,-3.86E-01,1.7353026e-001
1.9596754e-001,3.6867352e-003,-3.99E-02,2.8258772e-002,-1.96E-01,2.8491108e-001
3.6726175e-001,-4.13E-02,-1.11E-01,2.6678126e-001,-9.45E-02,2.5340864e-001
3.3805720e-001,-1.81E-02,-1.16E-01,3.2917794e-001,-2.38E-01,5.5049700e-002
1.9963534e-001,5.5117181e-003,-6.87E-02,9.6204726e-003,-1.27E-01,1.2402358e-001
3.3393394e-001,-1.57E-02,-1.26E-01,7.6394237e-002,-1.87E-01,1.4460806e-001
3.1855762e-001,-7.22E-02,-1.31E-01,1.1551305e-001,-1.35E-01,2.5405448e-001
2.5690440e-001,-3.66E-02,-1.34E-01,2.0140924e-001,-1.54E-01,3.4418337e-001
2.9938071e-001,-1.45E-03,-1.19E-01,2.5725096e-001,-5.68E-02,4.3080176e-001
1.5444322e-001,1.7598113e-002,-3.56E-02,1.5995493e-001,-5.51E-02,3.3680125e-001
2.1617435e-001,-6.59E-03,-8.73E-02,1.9925159e-001,-1.72E-01,3.0280585e-001
1.6640903e-001,-5.85E-02,-2.17E-01,-3.50E-01,-3.47E-01,-1.09E-02
2.1199039e-001,-1.44E-02,-1.66E-01,-3.59E-01,-4.37E-01,-2.07E-01
2.8102369e-001,-6.53E-03,-7.35E-02,-3.73E-01,-3.92E-01,-2.22E-01
1.7489386e-001,-3.11E-02,-7.78E-02,-4.02E-01,-3.56E-01,-2.00E-01
2.1093439e-001,-3.18E-02,-7.91E-02,-4.03E-01,-4.18E-01,-2.01E-01
3.2984727e-001,-3.61E-02,-1.18E-01,-3.83E-01,-4.13E-01,-2.03E-01
3.3275459e-001,-2.32E-02,-1.52E-01,-3.93E-01,-3.48E-01,-2.27E-01
3.6375521e-001,1.9033304e-003,-8.72E-02,-3.41E-01,-3.92E-01,-2.19E-01
3.1865732e-001,-2.34E-02,-7.74E-02,-3.12E-01,-4.50E-01,-1.81E-01
1.5241797e-001,-1.36E-02,-1.09E-01,-3.83E-01,-4.86E-01,-1.50E-01
5.5138153e-002,-6.74E-02,-3.11E-01,-2.21E-01,-2.89E-01,1.3262399e-001
1.3592038e-001,-2.01E-02,-1.55E-01,-2.87E-01,-4.34E-01,-8.20E-02
3.2444216e-001,-4.32E-02,-9.97E-02,-3.52E-01,-3.69E-01,-1.44E-01
2.9529762e-001,-3.82E-02,-1.49E-01,-3.55E-01,-3.63E-01,-1.40E-01
2.1495551e-001,-3.55E-02,-1.51E-01,-4.02E-01,-2.92E-01,-1.45E-01
1.7955558e-001,4.3675783e-003,-1.06E-01,-4.01E-01,-2.72E-01,-1.49E-01
3.4791234e-001,2.4222825e-002,-9.42E-02,-2.91E-01,-4.02E-01,-6.12E-02
4.1759454e-001,-1.33E-02,-9.21E-02,-2.49E-01,-3.73E-01,-1.43E-02
6.2630676e-002,-6.28E-02,-3.35E-01,-1.71E-01,-3.65E-01,9.9516470e-002
1.9893411e-001,-4.16E-02,-2.09E-01,-2.48E-01,-4.18E-01,-2.69E-02
2.4625486e-001,-3.91E-02,-1.15E-01,-3.18E-01,-3.36E-01,-3.60E-03
2.2389893e-001,1.2722500e-002,-8.10E-02,-3.39E-01,-3.60E-01,-9.39E-03
2.3739187e-001,6.4671126e-003,-9.12E-02,-3.39E-01,-2.96E-01,-5.71E-02
3.9220723e-001,-1.94E-02,-1.51E-01,-3.18E-01,-2.97E-01,-2.75E-02
3.1333544e-001,-7.76E-03,-1.51E-01,-3.21E-01,-4.54E-01,-4.65E-02
1.7423799e-001,-2.48E-02,-1.08E-01,-3.60E-01,-4.82E-01,-9.29E-02
2.8961527e-001,-4.50E-02,-2.09E-01,-9.25E-01,-6.50E-01,-7.50E-01
2.7463559e-001,-3.45E-02,-1.54E-01,-9.30E-01,-6.39E-01,-6.20E-01
2.7535179e-001,1.1248291e-002,-4.83E-02,-9.73E-01,-8.42E-01,-7.26E-01
2.8473346e-001,4.8159183e-003,-6.73E-02,-9.74E-01,-9.04E-01,-9.15E-01
2.8253073e-001,3.0711370e-003,-1.07E-01,-9.75E-01,-9.04E-01,-9.26E-01
2.7413252e-001,-2.54E-02,-1.23E-01,-9.63E-01,-8.81E-01,-9.15E-01
2.7491854e-001,-3.41E-02,-1.08E-01,-9.67E-01,-9.00E-01,-9.26E-01
2.7309991e-001,-1.99E-02,-9.04E-02,-9.56E-01,-8.05E-01,-8.89E-01
2.7645863e-001,-3.15E-03,-9.01E-02,-9.56E-01,-8.02E-01,-8.88E-01
2.8302178e-001,-1.32E-02,-1.16E-01,-9.85E-01,-9.29E-01,-9.59E-01
2.7874975e-001,-1.64E-02,-1.14E-01,-9.84E-01,-9.23E-01,-9.31E-01
2.7338151e-001,8.1627941e-003,-7.98E-02,-9.74E-01,-8.66E-01,-8.98E-01
3.7108439e-001,6.9089415e-002,1.0316000e-001,-9.47E-01,-6.40E-01,-5.55E-01
2.7968243e-001,-3.22E-02,-1.29E-01,-9.82E-01,-9.48E-01,-9.27E-01
2.7635025e-001,-1.72E-02,-1.26E-01,-9.93E-01,-9.70E-01,-9.65E-01
2.8385005e-001,-1.90E-02,-1.24E-01,-9.89E-01,-9.62E-01,-9.70E-01
2.7531781e-001,-2.74E-02,-1.20E-01,-9.87E-01,-9.68E-01,-9.66E-01
2.7269869e-001,-1.87E-02,-9.88E-02,-9.92E-01,-9.74E-01,-9.84E-01
2.8169837e-001,-8.42E-03,-1.04E-01,-9.93E-01,-9.81E-01,-9.83E-01
2.8146559e-001,-1.07E-02,-1.27E-01,-9.94E-01,-9.74E-01,-9.84E-01
2.7687725e-001,-1.60E-02,-1.09E-01,-9.97E-01,-9.84E-01,-9.51E-01
2.7761613e-001,-9.64E-03,-8.66E-02,-9.99E-01,-9.83E-01,-9.74E-01
2.7523061e-001,-1.55E-02,-8.87E-02,-9.96E-01,-9.72E-01,-9.81E-01
2.7653188e-001,-1.69E-02,-9.62E-02,-9.95E-01,-9.78E-01,-9.72E-01
2.7643397e-001,-8.60E-03,-1.05E-01,-9.77E-01,-9.76E-01,-9.74E-01
2.9395447e-001,9.4589695e-002,-3.28E-02,-9.28E-01,-4.45E-01,-4.75E-01
2.8080907e-001,-4.79E-02,-2.01E-01,-9.82E-01,-9.44E-01,-8.99E-01
2.8338948e-001,-2.80E-02,-1.27E-01,-9.87E-01,-9.28E-01,-9.03E-01
2.7623247e-001,-2.14E-02,-7.58E-02,-9.73E-01,-8.59E-01,-7.93E-01
2.7311168e-001,-3.12E-02,-7.79E-02,-9.66E-01,-6.78E-01,-7.50E-01
2.8241577e-001,-8.01E-03,-1.35E-01,-9.79E-01,-6.95E-01,-8.27E-01
2.8150037e-001,-1.22E-04,-1.35E-01,-9.95E-01,-9.36E-01,-9.19E-01
2.7538697e-001,-1.85E-02,-1.13E-01,-9.98E-01,-9.89E-01,-9.72E-01
2.7670386e-001,-1.43E-02,-1.10E-01,-9.97E-01,-9.87E-01,-9.66E-01
2.7975207e-001,-1.47E-02,-1.12E-01,-9.96E-01,-9.88E-01,-9.60E-01
2.7740466e-001,-1.55E-02,-1.06E-01,-9.96E-01,-9.92E-01,-9.56E-01
2.7596619e-001,-1.63E-02,-1.06E-01,-9.97E-01,-9.91E-01,-9.59E-01
4.7370804e-001,-4.97E-02,-5.03E-01,-6.47E-01,-6.28E-01,1.1816834e-001
2.1051654e-001,9.1553889e-003,-5.13E-02,-9.39E-01,-9.38E-01,-8.61E-01
2.9242164e-001,-1.25E-02,-1.03E-01,-9.88E-01,-9.77E-01,-9.39E-01
2.7706765e-001,-1.21E-02,-1.03E-01,-9.93E-01,-9.86E-01,-9.77E-01
2.7539322e-001,-1.41E-02,-1.12E-01,-9.94E-01,-9.82E-01,-9.61E-01
2.7712095e-001,-1.46E-02,-1.09E-01,-9.94E-01,-9.83E-01,-9.57E-01
2.7693305e-001,-1.50E-02,-1.09E-01,-9.94E-01,-9.85E-01,-9.67E-01
2.7618857e-001,-1.56E-02,-1.08E-01,-9.94E-01,-9.86E-01,-9.68E-01
2.7559206e-001,-1.44E-02,-1.01E-01,-9.96E-01,-9.92E-01,-9.81E-01
2.7694534e-001,-1.73E-02,-1.06E-01,-9.97E-01,-9.87E-01,-9.79E-01
-2.84E-01,-1.03E-01,5.9291335e-002,-4.97E-01,-5.09E-01,-4.51E-01
3.3463980e-001,-2.84E-03,-1.35E-01,-9.56E-01,-9.53E-01,-9.47E-01
2.5958788e-001,-2.39E-02,-9.78E-02,-9.43E-01,-9.63E-01,-9.74E-01
2.5552393e-001,-1.60E-02,-1.10E-01,-9.47E-01,-9.42E-01,-9.21E-01
2.6295124e-001,-8.01E-03,-1.19E-01,-9.52E-01,-9.59E-01,-9.28E-01
2.3824168e-001,-2.21E-02,-1.02E-01,-9.73E-01,-9.77E-01,-9.86E-01
2.9859784e-001,-2.02E-02,-1.03E-01,-9.72E-01,-9.66E-01,-9.85E-01
2.9569680e-001,-1.53E-02,-1.08E-01,-9.51E-01,-9.63E-01,-9.79E-01
2.4598337e-001,-2.33E-02,-1.04E-01,-9.51E-01,-9.64E-01,-9.81E-01
2.6939608e-001,-1.84E-02,-1.08E-01,-9.56E-01,-9.63E-01,-9.87E-01
2.7976142e-001,-1.70E-02,-1.10E-01,-9.64E-01,-9.73E-01,-9.89E-01
2.8612082e-001,-1.66E-02,-1.12E-01,-9.61E-01,-9.74E-01,-9.91E-01
2.8905261e-001,-1.60E-02,-1.09E-01,-9.49E-01,-9.65E-01,-9.73E-01
2.6514184e-001,-6.93E-02,-2.71E-02,-8.85E-01,-7.54E-01,-7.98E-01
2.8518554e-001,-1.17E-02,-1.13E-01,-9.35E-01,-9.73E-01,-9.81E-01
2.5916118e-001,-1.76E-02,-1.08E-01,-9.51E-01,-9.90E-01,-9.88E-01
2.7109300e-001,-1.89E-02,-1.05E-01,-9.57E-01,-9.92E-01,-9.89E-01
2.7334163e-001,-1.83E-02,-1.06E-01,-9.51E-01,-9.90E-01,-9.90E-01
2.8591084e-001,-1.71E-02,-1.12E-01,-9.51E-01,-9.92E-01,-9.93E-01
2.4683386e-001,-1.90E-02,-1.06E-01,-9.63E-01,-9.91E-01,-9.87E-01
2.8411782e-001,-1.72E-02,-1.05E-01,-9.58E-01,-9.92E-01,-9.90E-01
2.6971518e-001,-1.68E-02,-1.08E-01,-9.60E-01,-9.93E-01,-9.93E-01
2.7676273e-001,-1.67E-02,-1.11E-01,-9.61E-01,-9.89E-01,-9.89E-01
2.7636983e-001,-1.88E-02,-1.09E-01,-9.62E-01,-9.86E-01,-9.90E-01
3.1094278e-001,-1.08E-02,-1.14E-01,-9.41E-01,-9.56E-01,-9.66E-01
2.5333263e-001,-6.70E-02,-1.62E-01,-3.81E-01,-1.66E-01,-1.47E-02
2.0944485e-001,1.3031885e-002,-7.36E-02,-3.45E-01,-1.86E-02,7.6343329e-002
3.0035904e-001,-1.59E-02,-8.53E-02,-2.42E-01,9.3463393e-002,9.8261173e-002
2.2480068e-001,-3.07E-02,-1.27E-01,-1.94E-01,2.1478724e-001,1.0928594e-001
2.7832449e-001,-1.76E-02,-1.00E-01,-2.26E-01,3.0497380e-001,1.6927602e-001
3.5059945e-001,-4.01E-02,-1.44E-01,-2.49E-01,1.8897418e-001,1.1059533e-001
2.0145248e-001,-1.85E-03,-9.78E-02,-3.10E-01,8.5567015e-002,3.6746046e-003
3.0159242e-001,-5.92E-03,-7.10E-02,-2.45E-01,1.0795105e-001,9.0325708e-002
3.0890736e-001,-3.73E-02,-1.35E-01,-2.05E-01,1.4036275e-001,4.8250040e-002
2.6507308e-001,-7.55E-03,-9.67E-02,-2.21E-01,1.6455763e-001,5.8042128e-002
3.2009773e-001,-1.17E-02,-1.27E-01,-2.23E-01,1.4845319e-001,1.4363687e-001
2.1476710e-001,-1.82E-02,-1.03E-01,-2.54E-01,7.8742083e-002,5.2855936e-002
3.0210023e-001,-1.83E-02,-8.19E-02,-2.49E-01,7.2963229e-002,4.1727633e-002
3.6374754e-001,-2.23E-02,-1.47E-01,-3.27E-01,1.2915519e-002,3.3173562e-003
2.0461621e-001,-6.73E-02,-1.40E-01,-4.24E-01,-1.13E-02,-5.01E-02
2.3832071e-001,2.1029521e-003,-4.99E-02,-3.38E-01,5.6347183e-002,2.9053081e-003
3.5929465e-001,-1.66E-02,-1.24E-01,-3.32E-01,2.0341713e-001,1.4206461e-001
2.4471428e-001,-3.15E-02,-1.81E-01,-3.11E-01,9.7680907e-002,9.8291710e-002
2.6930129e-001,7.8917647e-003,-5.07E-02,-2.64E-01,3.2381875e-002,1.0127952e-001
3.1917309e-001,-3.79E-02,-8.78E-02,-2.34E-01,1.3942656e-001,1.7163140e-001
2.1173376e-001,-3.84E-02,-1.35E-01,-2.35E-01,1.4038899e-001,1.3190621e-001
3.1754982e-001,-1.40E-02,-9.63E-02,-2.36E-01,1.3335815e-001,1.7658605e-001
2.5960146e-001,-1.41E-02,-1.10E-01,-2.33E-01,1.6189766e-001,1.6823533e-001
2.9528497e-001,-1.04E-02,-1.05E-01,-1.84E-01,1.4772912e-001,1.6653990e-001
3.1950556e-001,-2.44E-02,-1.14E-01,-1.76E-01,9.7695440e-002,1.4428008e-001
1.8424891e-001,4.0854119e-003,-9.66E-02,-2.19E-01,6.9583622e-002,3.5352086e-002
3.4414764e-001,-2.99E-02,-1.33E-01,-2.38E-01,1.0802460e-001,4.6332843e-002
3.5403835e-001,-3.27E-02,-1.30E-01,-2.62E-01,2.1336821e-001,1.0324062e-001
4.1498814e-001,-2.32E-02,-9.83E-02,2.5093107e-001,-1.63E-02,-4.93E-01
4.3487951e-001,-1.64E-02,-7.79E-02,1.9397290e-001,-2.89E-02,-4.51E-01
2.3021700e-001,-2.04E-02,-1.39E-01,1.3843613e-001,2.6529654e-002,-2.63E-01
1.2793752e-001,-2.38E-02,-9.95E-02,1.4187261e-001,-8.19E-03,-2.44E-01
2.6525509e-001,-2.31E-02,-1.24E-01,1.8950172e-001,7.9184497e-002,-2.76E-01
3.8229654e-001,-3.72E-02,-1.38E-01,2.6715998e-001,1.4068977e-001,-1.91E-01
2.6659054e-001,8.9400666e-003,-3.77E-02,2.4724166e-001,3.6170208e-003,-3.30E-01
2.3144933e-001,3.2976327e-003,-1.14E-01,2.6672291e-001,2.5238607e-002,-2.91E-01
3.4453519e-001,-5.50E-02,-9.15E-03,1.8758528e-001,-1.20E-01,-3.50E-01
1.7921646e-001,-3.22E-02,-1.10E-01,4.0928538e-002,-1.53E-01,-3.15E-01
3.7270195e-001,-3.96E-02,-1.12E-01,1.2476183e-001,1.1627923e-001,-9.69E-02
3.8773459e-001,3.4768203e-003,-9.50E-02,1.9264904e-001,6.9283408e-002,-6.57E-02
