,tBodyAcc-mean-X,tBodyAcc-mean-Y,tBodyAcc-mean-Z
2965,0.27531365,-0.0241,-0.1
2966,0.2702663,-0.0175,-0.107
2967,0.27804255,-0.0158,-0.112
2968,0.2750151,-0.0166,-0.111
2969,0.27761742,-0.0156,-0.11
2970,0.28115895,-0.0204,-0.104
2971,0.28160307,-0.0137,-0.113
2972,0.2766645,-0.018,-0.111
2973,0.23590066,-0.0549,-0.0969
2974,0.22877456,-0.0124,-0.077
2975,0.32336852,-0.0424,-0.0914
2976,0.31203094,-0.0373,-0.126
2977,0.22639968,0.007944609,-0.0761
2978,0.2783925,0.014323336,-0.0676
2979,0.36424413,-0.0152,-0.164
2980,0.23370928,-0.0315,-0.136
2981,0.20485114,-0.0195,-0.0656
2982,0.3299109,-0.0307,-0.111
2983,0.2820905,-0.0359,-0.135
2984,0.23642503,-0.00396,-0.0828
2985,0.2624988,-0.0387,-0.114
2986,0.28205603,-0.0204,-0.121
2987,0.27828747,-0.0262,-0.131
2988,0.24048014,-0.0201,-0.109
2989,0.26084483,-0.0109,-0.0589
2990,0.33155602,-0.0378,-0.126
2991,0.2070012,-0.041,-0.184
2992,0.21261503,-0.00185,-0.108
2993,0.34133187,0.0005606061,-0.085
2994,0.32633623,-0.0208,-0.121
2995,0.22890475,-0.0166,-0.0705
2996,0.27786818,-0.00326,-0.0382
2997,0.35660118,-0.0152,-0.0926
2998,0.26777634,-0.0276,-0.141
2999,0.4675788,-0.0587,-0.187
3000,0.349199,-0.0291,-0.134
3001,0.18207934,-0.0177,-0.119
3002,0.16572589,-0.0274,-0.0649
3003,0.20151457,-0.00233,-0.0507
3004,0.3633738,-0.0215,-0.124
3005,0.40611976,-0.0262,-0.112
3006,0.2818062,-0.00679,-0.109
3007,0.44247028,-0.0207,-0.0938
3008,0.40596843,-0.0203,-0.119
3009,0.15656444,-0.0344,-0.183
3010,0.15526365,-0.0375,-0.0762
3011,0.3297402,-0.0196,-0.104
3012,0.36422917,-0.0188,-0.188
3013,0.18208523,0.024570066,-0.0675
3014,0.29499492,-0.0202,-0.11
3015,0.4635893,-0.00169,-0.074
3016,0.36908224,-0.0353,-0.159
3017,0.14125904,-0.0167,-0.141
3018,0.15592739,-0.03,-0.0742
3019,0.28769204,-0.0271,-0.0816
3020,0.3974328,-0.0218,-0.129
3021,0.20391731,0.0063502877,-0.0981
3022,0.2995052,-0.0204,-0.146
3023,0.07854245,-0.0231,-0.32
3024,0.21288122,-0.0447,-0.121
3025,0.29208395,-0.0185,-0.121
3026,0.26666564,-0.00681,-0.137
3027,0.26732558,-0.0242,-0.079
3028,0.2888401,-0.0236,-0.113
3029,0.2923939,-0.0173,-0.125
3030,0.28300244,-0.0141,-0.114
3031,0.31243056,-0.0174,-0.0947
3032,0.07731945,-0.105,-0.245
3033,0.33289257,-0.00512,-0.0826
3034,0.28186953,-0.03,-0.0938
3035,0.21754614,-0.0484,-0.128
3036,0.28905258,-0.00936,-0.111
3037,0.32381946,-0.0355,-0.0905
3038,0.31525192,-0.0426,-0.099
3039,0.26211587,-0.00315,-0.133
3040,0.24379271,-0.00466,-0.115
3041,0.12387091,-0.019,-0.236
3042,0.24352746,-0.0309,-0.0839
3043,0.28592724,-0.00417,-0.101
3044,0.25639507,-0.00723,-0.106
3045,0.26119715,-0.0336,-0.131
3046,0.2864082,-0.0243,-0.122
3047,0.31730637,0.0014737915,-0.066
3048,0.29507554,-0.00844,-0.11
3049,0.24377312,-0.0366,-0.141
3050,0.2841707,-0.0136,-0.156
3051,0.27190274,-0.0111,-0.116
3052,0.27885368,-0.02,-0.106
3053,0.2851908,-0.0279,-0.0833
3054,0.27721927,-0.0163,-0.103
3055,0.2710741,-0.00456,-0.128
3056,0.27737147,-0.014,-0.112
3057,0.27775684,-0.0201,-0.0941
3058,0.2770763,-0.0165,-0.104
3059,0.27678624,-0.00991,-0.12
3060,0.27710837,-0.0363,-0.143
3061,0.282333,-0.0248,-0.0826
3062,0.28016806,0.003804536,-0.0626
3063,0.27556106,-0.0138,-0.12
3064,0.27690652,-0.0161,-0.108
3065,0.2822533,-0.0184,-0.0896
3066,0.2811314,-0.0179,-0.0771
3067,0.27439487,-0.0152,-0.109
3068,0.27140883,-0.013,-0.139
3069,0.2770028,-0.0161,-0.118
3070,0.2800972,-0.0191,-0.105
3071,0.27773628,-0.0179,-0.108
3072,0.27874443,-0.0211,-0.102
3073,0.27549335,-0.0137,-0.111
3074,0.4063892,-0.0797,0.026222205
3075,0.28556252,-0.0128,-0.0914
3076,0.27583796,-0.0151,-0.108
3077,0.28337792,-0.0224,-0.0917
3078,0.2680665,-0.00956,-0.129
3079,0.27340382,-0.0171,-0.118
3080,0.2848749,-0.0274,-0.088
3081,0.282426,-0.0204,-0.0974
3082,0.28370985,-0.0197,-0.107
3083,0.27585316,-0.0138,-0.117
3084,0.27738753,-0.034,-0.131
3085,0.272057,0.0044084797,-0.0803
3086,0.2725186,0.012042971,-0.0806
3087,0.27492413,-0.0269,-0.148
3088,0.2758612,-0.0171,-0.119
3089,0.2882409,-0.0297,-0.0895
3090,0.28110105,-0.0265,-0.104
3091,0.27202594,-0.00133,-0.125
3092,0.25117165,-0.0359,-0.0918
3093,0.27451178,-0.0218,-0.0864
3094,0.27269864,-0.0185,-0.103
3095,0.27695584,-0.0171,-0.108
3096,0.27647775,-0.0174,-0.108
3097,0.28184873,-0.0154,-0.113
3098,0.28144333,-0.0136,-0.112
3099,0.27317458,-0.0163,-0.104
3100,0.276609,-0.0186,-0.109
3101,0.28020415,-0.0199,-0.109
3102,0.28068495,-0.0197,-0.114
3103,0.2803428,-0.016,-0.116
3104,0.27816042,-0.0145,-0.109
3105,0.2766693,-0.0158,-0.107
3106,0.27730572,-0.0162,-0.108
3107,0.27974203,-0.0175,-0.115
3108,0.28142664,-0.0166,-0.113
3109,0.27541742,-0.0158,-0.104
3110,0.27667412,-0.0171,-0.107
3111,0.27741453,-0.017,-0.104
3112,0.27275345,-0.0169,-0.102
3113,0.27599669,-0.016,-0.109
3114,0.2267335,-0.014,-0.0315
3115,0.2866837,-0.0294,-0.0961
3116,0.2781328,-0.0222,-0.092
3117,0.2753892,-0.0165,-0.0945
3118,0.27621308,-0.0114,-0.105
3119,0.27327734,-0.0158,-0.0988
3120,0.27692422,-0.0199,-0.108
3121,0.2810476,-0.0195,-0.114
3122,0.27669862,-0.0185,-0.109
3123,0.27440304,-0.0152,-0.102
3124,0.27933493,-0.0181,-0.108
3125,0.27859136,-0.0199,-0.105
3126,0.2762762,-0.0187,-0.101
3127,0.2755594,-0.0196,-0.103
3128,0.27466395,-0.0182,-0.106
3129,0.2838843,-0.00974,-0.107
3130,0.2655341,0.00051976356,-0.0919
3131,0.21117632,-0.00325,-0.0928
3132,0.21678202,-0.00783,-0.099
3133,0.23423544,-0.01,-0.099
3134,0.2825274,-0.0193,-0.111
3135,0.2725225,-0.0183,-0.108
3136,0.23968367,-0.00918,-0.0992
3137,0.29232758,-0.0206,-0.115
3138,0.2707045,-0.0169,-0.111
3139,0.25947523,-0.0147,-0.105
3140,0.30672258,-0.0232,-0.11
3141,0.2695544,-0.0149,-0.102
3142,0.2930399,-0.0224,-0.113
3143,0.27809364,-0.0191,-0.111
3144,0.23536354,-0.00917,-0.1
3145,0.29370266,-0.0208,-0.112
3146,0.2817064,-0.0175,-0.11
3147,0.29191753,-0.0209,-0.113
3148,0.2847796,-0.0188,-0.109
3149,0.30609286,-0.0511,-0.164
3150,0.3083281,0.0055018,-0.0938
3151,0.22460194,-0.00979,-0.0941
3152,0.292903,-0.0103,-0.108
3153,0.31765866,-0.0188,-0.112
3154,0.26885605,-0.00715,-0.0977
3155,0.28470019,-0.00942,-0.103
3156,0.26839247,-0.0127,-0.107
3157,0.2803122,-0.0186,-0.111
3158,0.32335463,-0.0286,-0.117
3159,0.26129094,-0.00944,-0.104
3160,0.21116954,0.0035118056,-0.0913
3161,0.26842958,-0.0144,-0.104
3162,0.276461,-0.0163,-0.106
3163,0.2474114,-0.00903,-0.099
3164,0.2889568,-0.0218,-0.114
3165,0.24935913,-0.035,-0.176
3166,0.23814426,-0.0296,-0.107
3167,0.2908432,-0.0153,-0.164
3168,0.28170416,-0.00772,-0.171
3169,0.2517766,-0.0349,-0.0621
3170,0.31066826,-0.0078,-0.076
3171,0.26191506,-0.00535,-0.0997
3172,0.28955287,-0.0487,-0.0681
3173,0.36710203,-0.0287,-0.14
3174,0.23814735,-0.0121,-0.132
3175,0.23307797,-0.0133,-0.0724
3176,0.31202003,0.003966617,-0.107
3177,0.21512194,-0.0471,-0.149
3178,0.31634897,-0.0514,-0.0697
3179,0.36498287,-0.0278,-0.119
3180,0.22783384,0.004681602,-0.131
3181,0.25743735,-0.00781,-0.0632
3182,0.335972,-0.0114,-0.113
3183,0.20855568,-0.0228,-0.142
3184,0.26618627,-0.0284,-0.122
3185,0.34022176,-0.0112,-0.166
3186,0.19788463,-0.0143,-0.0994
3187,0.29326108,-0.0235,-0.0326
3188,0.3577316,-0.00622,-0.115
3189,0.2410969,-0.0186,-0.124
3190,0.33835298,-0.0151,-0.113
3191,0.26253048,0.021230461,-0.153
3192,0.21720576,-0.0214,-0.123
3193,0.3310372,-0.0282,-0.104
3194,0.19731513,-0.0199,-0.0985
3195,0.354952,-0.0167,-0.139
3196,0.23085037,-0.0182,-0.0804
3197,0.27116448,-0.0544,-0.0422
3198,0.35301027,0.01713368,-0.206
3199,0.25840062,-0.0393,-0.165
3200,0.25221083,-0.00113,-0.148
3201,0.32048637,0.019740831,-0.139
3202,0.13001262,-0.0412,-0.0241
3203,0.40172628,-0.0204,-0.0952
3204,0.37389275,0.006855097,-0.218
3205,0.41664588,-0.0389,-0.132
3206,0.36171204,-0.0207,-0.141
3207,0.08756814,-0.029,-0.136
3208,0.39632642,-0.0279,-0.149
3209,0.3452716,-0.00962,-0.0789
3210,0.12486678,-0.00593,-0.106
3211,0.43456772,-0.0163,-0.139
3212,0.36535388,-0.0213,-0.16
3213,0.09252678,0.10090367,-0.256
3214,0.19272627,-0.00834,-0.113
3215,0.20650756,-0.0392,-0.101
3216,0.23103896,-0.00444,-0.0825
3217,0.31098574,-0.0144,-0.0979
3218,0.33387446,0.0011741669,-0.169
3219,0.29412693,0.036441218,-0.0942
3220,0.24229811,-0.0189,-0.0281
3221,0.18825276,0.07821647,-0.156
3222,0.14317638,0.016814016,-0.0894
3223,0.24930629,-0.0573,-0.105
3224,0.2596945,-0.021,-0.125
3225,0.25424296,-0.0144,-0.0999
3226,0.30022976,-0.0481,-0.197
3227,0.353085,-0.00714,-0.184
3228,0.3823462,-0.0131,-0.0525
3229,0.18141447,0.054531436,-0.143
3230,0.34798175,-0.000713,-0.146
3231,0.3283486,-0.0461,-0.223
3232,0.27885416,-0.0398,-0.131
3233,0.24743725,-0.0206,-0.0531
3234,0.23014857,-0.0293,-0.0692
3235,0.20795053,0.0018256302,-0.0927
3236,0.24743007,-0.00352,-0.101
3237,0.27183107,-0.0212,-0.161
3238,0.26256478,-0.039,-0.12
3239,0.26207188,-0.0191,-0.135
3240,0.28641456,0.00082524976,-0.106
3241,0.28688002,-0.00499,-0.0948
3242,0.26686272,-0.0295,-0.122
3243,0.26909453,-0.0243,-0.12
3244,0.2870465,-0.00946,-0.0957
3245,0.27944884,-0.0202,-0.106
3246,0.26952937,-0.0229,-0.117
3247,0.2783294,-0.0146,-0.109
3248,0.2787874,-0.0156,-0.109
3249,0.27270827,-0.017,-0.116
3250,0.27194437,-0.021,-0.115
3251,0.2782109,-0.0209,-0.103
3252,0.28462148,-0.0126,-0.0987
3253,0.28281793,-0.0117,-0.104
3254,0.27530327,-0.017,-0.106
3255,0.27664733,-0.0176,-0.107
3256,0.28242755,-0.0141,-0.105
3257,0.27756342,-0.0173,-0.108
3258,0.2726206,-0.0213,-0.117
3259,0.27090186,-0.0218,-0.121
3260,0.2761499,-0.0177,-0.111
3261,0.283954,-0.0127,-0.0956
3262,0.2809076,-0.0147,-0.103
3263,0.2765739,-0.0171,-0.115
3264,0.2760113,-0.0178,-0.109
3265,0.26968843,-0.0244,-0.122
3266,0.31017977,-0.00204,-0.0881
3267,0.26856145,-0.0133,-0.109
3268,0.28236994,-0.0168,-0.106
3269,0.26824725,-0.0353,-0.113
3270,0.2788724,-0.0253,-0.0998
3271,0.28698727,-0.00943,-0.0985
3272,0.2692844,-0.0191,-0.119
3273,0.2704616,-0.0203,-0.114
3274,0.28499317,-0.0118,-0.104
3275,0.27843243,-0.0176,-0.111
3276,0.27293065,-0.0143,-0.116
3277,0.27037108,-0.0109,-0.121
3278,0.27357888,-0.0193,-0.111
3279,0.2880141,-0.0151,-0.094
3280,0.33546174,0.1391304,-0.0462
3281,0.26539594,-0.00259,-0.137
3282,0.2748726,-0.025,-0.113
3283,0.27796537,-0.0134,-0.1
3284,0.27670923,-0.0176,-0.115
3285,0.2778776,-0.0185,-0.111
3286,0.27872965,-0.0152,-0.102
3287,0.2787075,-0.0173,-0.114
3288,0.27686378,-0.0201,-0.118
3289,0.2763451,-0.016,-0.104
3290,0.27810088,-0.0145,-0.0991
3291,0.27792364,-0.0171,-0.109
3292,0.27474132,-0.0184,-0.118
3293,0.27634498,-0.0183,-0.111
3294,0.2802631,-0.0156,-0.101
3295,0.2784888,-0.017,-0.109
3296,0.2743996,0.0025311941,-0.139
3297,0.26060307,-0.0307,-0.148
3298,0.24512534,-0.0217,-0.164
3299,0.25607732,-0.014,-0.141
3300,0.26319093,-0.0185,-0.132
3301,0.26234353,-0.032,-0.134
3302,0.2736314,-0.0225,-0.115
3303,0.28028575,-0.0132,-0.104
3304,0.2781971,-0.0181,-0.107
3305,0.2748495,-0.0197,-0.114
3306,0.27852187,-0.0147,-0.106
3307,0.2841553,-0.0129,-0.0975
3308,0.2798197,-0.0161,-0.103
3309,0.2789334,-0.0152,-0.107
3310,0.27823752,-0.0178,-0.11
3311,0.2765504,-0.02,-0.112
3312,0.28027377,-0.0126,-0.107
3313,0.32052264,-0.0289,-0.0884
3314,0.17892621,-0.0581,-0.0386
3315,0.2775265,-0.0161,-0.113
3316,0.26679176,-0.0278,-0.0954
3317,0.2621492,-0.0291,-0.0955
3318,0.2799503,-0.0177,-0.11
3319,0.29697883,-0.00157,-0.126
3320,0.29102218,0.012197956,-0.139
3321,0.26924753,0.010703111,-0.133
3322,0.2684214,-0.0129,-0.112
3323,0.27090985,-0.0419,-0.0835
3324,0.2587649,-0.0469,-0.075
3325,0.24962096,-0.0392,-0.0841
3326,0.29672053,-0.00463,-0.126
3327,0.20682822,-0.0337,-0.0779
3328,0.16453598,0.0037119046,-0.112
3329,0.30477843,-0.0147,-0.11
3330,0.29552478,-0.0459,-0.0777
3331,0.2802865,-0.0405,-0.0847
3332,0.28461632,-0.0107,-0.115
3333,0.26982296,0.008529564,-0.135
3334,0.26226494,-0.00255,-0.123
3335,0.28582847,-0.0338,-0.0888
3336,0.2861674,-0.0398,-0.0832
3337,0.2774042,-0.0231,-0.106
3338,0.27435273,0.004789729,-0.132
3339,0.26324943,0.0058298083,-0.128
3340,0.2769014,-0.0292,-0.0942
3341,0.28686494,-0.0414,-0.0844
3342,0.28123266,-0.0234,-0.102
3343,0.278778,0.0012779139,-0.13
3344,0.27237955,-0.00044,-0.124
3345,0.28043458,-0.0291,-0.0916
3346,0.28129977,-0.0379,-0.0885
3347,0.27399972,-0.00687,-0.121
3348,0.26925766,-0.0536,-0.112
3349,0.2915465,-0.0266,-0.0835
3350,0.29579362,-0.0117,-0.128
3351,0.2712211,-0.0152,-0.122
3352,0.28076702,-0.0121,-0.0732
3353,0.26574925,-0.00153,-0.114
3354,0.25377223,-0.0205,-0.119
3355,0.2677708,-0.0313,-0.0943
3356,0.26968282,-0.00873,-0.109
3357,0.29586762,-0.00101,-0.112
3358,0.28264907,-0.0111,-0.0848
3359,0.2606069,-0.023,-0.0908
3360,0.26326355,-0.00405,-0.104
3361,0.26988256,-0.00665,-0.127
3362,0.30096072,-0.0194,-0.117
3363,0.284159,-0.0139,-0.11
3364,0.26564056,-0.0143,-0.123
3365,0.2675295,-0.0527,-0.113
3366,0.2957152,-0.0243,-0.119
3367,0.28309983,-0.0255,-0.111
3368,0.20726804,-0.017,-0.0938
3369,0.20487602,-0.0157,-0.0901
3370,0.24069417,-0.0314,-0.106
3371,0.27045077,-0.0139,-0.1
3372,0.33290592,-0.00871,-0.0602
3373,0.35443118,-0.0191,-0.0901
3374,0.3324897,-0.0199,-0.127
3375,0.28269637,-0.0266,-0.122
3376,0.26099023,-0.0324,-0.128
3377,0.2566779,-0.0231,-0.0921
3378,0.22297667,-0.0165,-0.0951
3379,0.22566514,-0.0212,-0.119
3380,0.28716588,-0.0141,-0.104
3381,0.21770611,0.0043440983,-0.134
3382,0.31788775,-0.0165,-0.192
3383,0.21509384,-0.0113,0.0043011243
3384,0.240533,-0.0151,-0.078
3385,0.23442546,-0.036,-0.0824
3386,0.23113982,-0.019,-0.0476
3387,0.39069375,-0.0131,-0.141
3388,0.03515894,-0.0318,-0.13
3389,0.16573909,-0.0421,-0.0717
3390,0.30804422,-0.0817,-0.1
3391,0.41033077,-0.0334,-0.147
3392,0.30306673,-0.028,-0.183
3393,0.23405819,-0.0106,-0.147
3394,0.19911776,0.041222803,-0.12
3395,0.17210323,0.0039437218,-0.0741
3396,0.4943437,0.003007648,-0.0691
3397,0.3811281,-0.0457,-0.12
3398,0.14288779,-0.0134,-0.162
3399,0.30840433,-0.0143,-0.129
3400,0.2749935,0.015225455,-0.0589
3401,0.3320221,-0.0383,-0.112
3402,0.24623571,-0.047,-0.0397
3403,0.2814559,0.015358187,-0.0543
3404,0.015401592,-0.0899,-0.255
3405,0.13462299,-0.0254,-0.0942
3406,0.48018026,-0.0512,-0.0865
3407,0.32749528,-0.0578,-0.178
3408,0.18136941,-0.0261,-0.169
3409,0.17390645,-0.017,-0.104
3410,0.28081074,0.036403716,-0.08
3411,0.39526945,0.015054179,-0.125
3412,0.33743912,-0.021,0.043105323
3413,0.2735287,0.010415594,-0.171
3414,0.31700695,-0.00277,-0.13
3415,0.32575357,-0.0155,-0.0766
3416,0.31472898,-0.016,-0.0964
3417,0.25324273,-0.0375,-0.109
3418,0.23725209,-0.0158,-0.0263
3419,0.21011624,-0.0736,-0.237
3420,0.3332351,-0.0826,-0.2
3421,0.1813668,-0.0469,-0.086
3422,0.2354505,0.012177967,-0.0305
3423,0.4087593,-0.0249,-0.0914
3424,0.31394818,-0.0406,-0.145
3425,0.20715934,0.038422156,-0.107
3426,0.21733063,0.06398685,-0.0519
3427,0.27986106,-0.00967,-0.0995
3428,0.26744226,-0.0372,-0.113
3429,0.2677995,-0.031,-0.155
3430,0.2800041,-0.0119,-0.106
3431,0.27636242,-0.0198,-0.105
3432,0.27825442,-0.0185,-0.115
3433,0.28364286,-0.00966,-0.093
3434,0.27589217,-0.0158,-0.103
3435,0.26865533,-0.0245,-0.123
3436,0.2721,-0.0267,-0.0993
3437,0.2764077,-0.0243,-0.101
3438,0.28166327,-0.0138,-0.113
3439,0.2783501,-0.0143,-0.114
3440,0.27528465,-0.02,-0.112
3441,0.27783084,-0.0165,-0.109
3442,0.27563754,-0.0152,-0.122
3443,0.27398646,-0.0201,-0.121
3444,0.44353688,0.070352174,-0.00043
3445,0.24252096,-0.044,-0.158
3446,0.26809454,-0.0281,-0.119
3447,0.2688999,-0.0261,-0.136
3448,0.26549056,-0.0249,-0.145
3449,0.27091923,-0.0234,-0.119
3450,0.27803835,-0.019,-0.107
3451,0.2783868,-0.0152,-0.117
3452,0.27475378,-0.0175,-0.12
3453,0.2805359,-0.0128,-0.106
3454,0.2807281,-0.0142,-0.105
3455,0.26493582,-0.0301,-0.128
3456,0.2578356,-0.034,-0.135
3457,0.27160797,-0.0209,-0.108
3458,0.28528044,-0.0099,-0.105
3459,0.2847525,-0.00762,-0.118
3460,0.28272054,-0.0112,-0.108
3461,0.28010523,-0.0135,-0.096
3462,0.27016717,0.07819986,-0.0806
3463,0.2856732,-0.0226,-0.151
3464,0.27493384,-0.0168,-0.106
3465,0.2791863,-0.0255,-0.125
3466,0.28614274,-0.0362,-0.13
3467,0.27517924,-0.00612,-0.096
3468,0.26812834,0.0065512974,-0.102
3469,0.28003964,-0.0183,-0.131
3470,0.2825588,-0.0236,-0.129
3471,0.2771163,-0.0148,-0.107
3472,0.27425292,-0.0124,-0.0981
3473,0.2787798,-0.0174,-0.112
3474,0.28127328,-0.0226,-0.128
3475,0.2769653,-0.0193,-0.118
3476,0.27605084,-0.0137,-0.0957
3477,0.274825,-0.0137,-0.0933
3478,0.3226165,-0.12,-0.185
3479,0.26211697,-0.0281,-0.104
3480,0.2750621,-0.00256,-0.145
3481,0.27691537,-0.00924,-0.12
3482,0.28149018,-0.00641,-0.0916
3483,0.28122336,-0.0129,-0.101
3484,0.27300066,-0.026,-0.13
3485,0.27479938,-0.0182,-0.114
3486,0.28237003,-0.00567,-0.0873
3487,0.28060678,-0.0123,-0.0966
3488,0.27464923,-0.0222,-0.12
3489,0.27382478,-0.0222,-0.124
3490,0.27916703,-0.0152,-0.107
3491,0.2824135,-0.00978,-0.0951
3492,0.279334,-0.0128,-0.103
3493,0.053574525,0.093769096,-0.19
3494,0.38824496,-0.0279,-0.15
3495,0.27714428,-0.00861,-0.119
3496,0.24238965,-0.0207,-0.0796
3497,0.2591303,-0.0165,-0.108
3498,0.27184364,-0.0102,-0.124
3499,0.27334154,-0.0165,-0.106
3500,0.26235586,-0.0236,-0.088
3501,0.27430087,-0.018,-0.106
3502,0.29107395,-0.0105,-0.128
3503,0.2859448,-0.00938,-0.128
3504,0.25948092,-0.0218,-0.097
3505,0.2621354,-0.0239,-0.0888
3506,0.28898135,-0.0109,-0.122
3507,0.28108338,-0.0139,-0.115
3508,0.34088776,-0.00924,-0.128
3509,0.16646184,-0.028,-0.0543
3510,0.23377012,-0.0293,-0.0775
3511,0.2650785,-0.0185,-0.104
3512,0.27734107,-0.0131,-0.115
3513,0.27893484,-0.0131,-0.115
3514,0.26882726,-0.0203,-0.0965
3515,0.27553642,-0.0188,-0.105
3516,0.27996743,-0.0133,-0.121
3517,0.26927465,-0.0191,-0.102
3518,0.27891707,-0.0162,-0.109
3519,0.29498586,-0.0093,-0.131
3520,0.2757395,-0.02,-0.103
3521,0.26223937,-0.025,-0.084
3522,0.28088897,-0.0146,-0.114
3523,0.2982111,-0.0067,-0.137
3524,0.29816434,-0.00837,-0.13
3525,0.2653016,-0.0215,-0.0905
3526,0.2477267,-0.0283,-0.0785
3527,0.2671662,-0.0227,-0.0994
3528,0.28283644,-0.0113,-0.124
3529,0.23999177,-0.0131,-0.136
3530,0.28901228,-0.00709,-0.122
3531,0.30274826,-0.0189,-0.13
3532,0.27589673,-0.0411,-0.126
3533,0.25468957,-0.0369,-0.122
3534,0.30269793,-0.0281,-0.122
3535,0.3176531,-0.0152,-0.128
3536,0.2725322,-0.0273,-0.133
3537,0.25110838,-0.0104,-0.0709
3538,0.2365593,-0.012,-0.0976
3539,0.24395724,0.0027397578,-0.0893
3540,0.2399537,-0.0148,-0.0536
3541,0.24992357,-0.0186,-0.0874
3542,0.25965798,-0.000851,-0.117
3543,0.28099415,-0.0298,-0.122
3544,0.25309226,-0.0118,-0.208
3545,0.29125822,-0.0058,-0.131
3546,0.33064216,-0.0159,-0.129
3547,0.33663318,-0.0377,-0.145
3548,0.2932285,-0.0251,-0.116
3549,0.20175496,-0.0167,-0.0964
3550,0.18547414,-0.00462,-0.0598
3551,0.3331338,-0.00878,-0.0274
3552,0.393036,-0.0355,-0.0969
3553,0.28979492,-0.0355,-0.15
3554,0.22574627,-0.0133,-0.119
3555,0.18449832,-0.0227,-0.133
3556,0.23644689,-0.0136,-0.142
3557,0.31367978,0.013491073,-0.0946
3558,0.24626057,-0.00444,-0.118
3559,0.3747925,-0.036,-0.123
3560,0.29044214,-0.0394,-0.0982
3561,0.29116577,-0.017,-0.0872
3562,0.39640313,-0.0233,-0.108
3563,0.20775788,-0.00838,-0.0983
3564,0.22531232,-0.00939,-0.101
3565,0.3327693,-0.0448,-0.119
3566,0.41298226,0.030894166,0.07088212
3567,0.36273822,0.025034439,-0.103
3568,0.26716295,-0.0507,-0.135
3569,0.23442385,-0.062,-0.0471
3570,0.24102528,-0.0108,-0.0954
3571,0.28927922,-0.0172,-0.169
3572,0.27141976,0.005422604,-0.126
3573,0.22506213,-0.0745,-0.0693
3574,0.10192897,-0.00971,-0.057
3575,0.2793797,-0.054,-0.0582
3576,0.39729,-0.03,-0.0978
3577,0.28209648,-0.0076,-0.137
3578,0.20879354,-0.0631,-0.18
3579,0.26314515,-0.000314,-0.134
3580,0.24824221,0.009348335,-0.099
3581,0.18502913,-0.0341,-0.104
3582,0.1163345,-0.0215,-0.137
3583,0.2621689,-0.0368,-0.15
3584,0.3865351,-0.0436,-0.171
3585,0.36307642,-0.00516,-0.122
3586,0.30387694,-0.0298,-0.0754
3587,0.20605344,-0.00186,-0.123
3588,0.13622697,0.017165033,-0.0821
3589,0.19755486,-0.0522,-0.125
3590,0.10417428,-0.0484,-0.14
3591,0.20308515,-0.0276,-0.126
3592,0.36801717,-0.0213,-0.132
3593,0.42578924,-0.00303,-0.134
3594,0.31994185,-0.0408,-0.129
3595,0.33078685,0.0030882007,-0.119
3596,0.28639874,0.030293787,-0.109
3597,0.3948072,0.03409832,0.09122925
3598,0.39190516,-0.0215,0.01303965
3599,0.15491386,-0.043,-0.0849
3600,0.33871004,-0.0636,-0.151
3601,0.35198793,-0.0135,-0.124
3602,0.2856627,-0.0166,-0.11
3603,0.20993407,-0.0262,-0.0878
3604,0.2933161,-0.0135,-0.108
3605,0.27071336,-0.0271,-0.139
3606,0.27194425,-0.0459,-0.126
3607,0.28444445,-0.0286,-0.171
3608,0.28057757,-0.0153,-0.124
3609,0.27338335,-0.0135,-0.0874
3610,0.280751,-0.0163,-0.104
3611,0.2784703,-0.0154,-0.0917
3612,0.27601504,-0.016,-0.0995
3613,0.2802122,-0.00987,-0.107
3614,0.27869597,-0.00347,-0.0877
3615,0.27734396,-0.0108,-0.0938
3616,0.27676228,-0.0207,-0.108
3617,0.27799094,-0.0192,-0.113
3618,0.2763505,-0.0178,-0.108
3619,0.27459657,-0.0215,-0.11
3620,0.27862796,-0.021,-0.126
3621,0.280142,-0.0132,-0.108
3622,0.2836352,-0.00319,-0.112
3623,0.28673446,-0.0047,-0.125
3624,0.2813322,-0.00745,-0.0973
3625,0.32515866,0.04607859,-0.0913
3626,0.26935172,-0.0237,-0.111
3627,0.2641059,-0.0386,-0.0984
3628,0.27924463,-0.0115,-0.0992
3629,0.27814463,-0.0122,-0.101
3630,0.27296337,-0.0243,-0.105
3631,0.27652124,-0.0182,-0.109
3632,0.27902436,-0.0116,-0.105
3633,0.2807742,-0.0165,-0.116
3634,0.27984667,-0.0157,-0.114
3635,0.277761,-0.0125,-0.0976
3636,0.2773552,-0.0195,-0.109
3637,0.2755152,-0.0225,-0.11
3638,0.276012,-0.0165,-0.0996
3639,0.27410585,-0.023,-0.104
3640,0.27203402,-0.0268,-0.118
3641,0.274008,-0.0242,-0.122
3642,0.2782104,-0.0197,-0.115
3643,0.27861446,-0.0138,-0.106
3644,0.28178364,-0.00824,-0.0963
3645,0.28176433,-0.00927,-0.104
3646,0.21523207,-0.0258,-0.124
3647,0.30337736,-0.027,-0.116
3648,0.23759829,-0.0215,-0.0786
3649,0.232118,-0.0294,-0.0689
3650,0.2621316,-0.0231,-0.0921
3651,0.27830634,-0.0197,-0.108
3652,0.29228038,-0.0187,-0.11
3653,0.28847983,-0.0192,-0.112
3654,0.27769276,-0.0185,-0.109
3655,0.2782593,-0.0179,-0.106
